Age,Weight,Goal,Exercise,Title,Type,Equipment,Level,Rating,Desc
50,108.14497624254372,0,Holman Boat Press with Leg Extension,Holman Boat Press with Leg Extension,Strength,2,1,6.286607142857143,
38,58.423713342449716,2,Exercise ball bird dog,Exercise ball bird dog,Strength,5,1,6.286607142857143,"The exercise ball bird dog is a dynamic movement focusing on the glutes and the postural muscles of the upper back. When performing it, use an exercise ball that is tall enough to support your chest and core, but short enough to allow your hands and knees to reach the ground. It is slightly easier than a bodyweight bird dog and can work as a regression for that movement. It can be done for time or reps as part of a warm-up, paired with movements in a workout, or as a mobility or recovery exercise."
49,53.28617500034691,2,Partner resistance standing twist,Partner resistance standing twist,Strength,2,1,0.0,"The partner resistance standing twist is a bodyweight exercise in which one partner performs bodyweight twists while the other provides manual resistance. It targets the muscles of the core, and the obliques in particular. It can be performed in the core-focused part of any workout."
40,76.88634280438747,1,Partner front Russian twist and pass,Partner front Russian twist and pass,Strength,8,0,0.0,"The partner front Russian twist and pass is a weighted version of a popular abdominal training exercise that also utilizes a training partner to add another dynamic component. It targets the oblique muscles, as well as the deep muscles of the core and the rectus abdominis or ""six pack"" muscles. It can be done for reps or time in an ab-focused portion of any workout."
50,52.571235619862954,1,FYR Sit-Up,FYR Sit-Up,Strength,2,1,6.286607142857143,"The sit-up is a popular bodyweight exercise focused on the abdominal muscles. It has also been used as part of military, tactical, and scholastic fitness tests for many years. It can be performed for time or reps, with the feet anchored or free, on flat ground or a bench."
20,117.0089184088328,1,Holman Reverse Straight Plank with Alternating Heel Pull-In,Holman Reverse Straight Plank with Alternating Heel Pull-In,Strength,2,1,6.286607142857143,
35,107.83439870557761,1,Cable Russian Twists,Cable Russian Twists,Strength,3,0,8.1,
42,106.05387809909126,0,McGill Modified Curl-Up,McGill Modified Curl-Up,Strength,2,1,6.286607142857143,
59,94.08445460973071,0,Seated Overhead Stretch,Seated Overhead Stretch,Stretching,2,1,4.7,
48,65.14268161255875,0,Holman Straight Plank to Kick-Up,Holman Straight Plank to Kick-Up,Strength,2,1,6.286607142857143,
20,86.27822566734746,1,Holman Feet-Elevated Hand Tap,Holman Feet-Elevated Hand Tap,Strength,2,1,6.286607142857143,
57,91.80918507012387,1,Dumbbell Fix Alternating Renegade Row,Dumbbell Fix Alternating Renegade Row,Strength,4,1,6.286607142857143,
41,86.75220506021877,1,Lying bench reverse crunch,Lying bench reverse crunch,Strength,2,1,7.7,"The lying bench reverse crunch is a popular ab exercise performed by bringing the knees toward the chest while lying on a bench. It is largely similar to the same exercise performed on the floor, but being able to press the lower back into the bench pad can help reinforce proper form and increase the burn in the abs. Like most crunch variations, it is usually performed for moderate to high reps, such as 8-12 reps per set or more."
49,68.21633575660691,0,Seated leg tuck with dumbbell,Seated leg tuck with dumbbell,Strength,4,1,6.286607142857143,The seated leg tuck with dumbbell is an ab exercise requiring only a bench and a dumbbell. It's commonly performed for high reps as a burnout at the end of a core workout.
39,86.06735470203081,1,Exercise ball squat and twist,Exercise ball squat and twist,Strength,5,1,6.286607142857143,"The exercise ball squat and twist is a combination exercise targeting the quads, but also the obliques because of the twisting motion with each repetition. The exercise ball is held close to the chest throughout. Because it is a lightweight movement, it is usually performed for high reps or for time, and can be a great part of a bodyweight and exercise ball circuit."
40,84.38304386080387,2,Plank To Sphinx,Plank To Sphinx,Strength,2,1,6.286607142857143,
19,119.7435043064707,2,Gorilla Chin/Crunch,Gorilla Chin/Crunch,Strength,2,0,9.0,
44,112.82053036323427,1,Holman Elbow Plank to Walk-Up Pike,Holman Elbow Plank to Walk-Up Pike,Strength,2,1,6.286607142857143,
59,82.43665237509339,2,Bosu Ball Cable Crunch With Side Bends,Bosu Ball Cable Crunch With Side Bends,Strength,3,0,8.5,
19,93.60561680545831,2,Hand shift plank,Hand shift plank,Strength,2,1,6.286607142857143,The hand shift plank is a progression of the straight-arm plank exercise where you maintain a plank position as you shift your hands side to side. The additional movement forces the core muscles to work harder to stabilize.
43,102.351012286456,0,Overhead Stretch,Overhead Stretch,Stretching,2,1,3.9,
34,52.44056121636774,1,30 Flat Bench Leg Raise,30 Flat Bench Leg Raise,Strength,2,1,6.286607142857143,"The lying leg lift is a popular bodyweight exercise targeting the muscles of the abs, the rectus abdominis or “six-pack” muscles in particular. It can be performed for time or reps in the core-focused portion of any workout."
57,112.64450088594879,1,Stomach Vacuum,Stomach Vacuum,Stretching,2,0,8.5,
50,110.20887714925466,0,MetaBurn Dumbbell Toe-Touch,MetaBurn Dumbbell Toe-Touch,Strength,4,1,6.286607142857143,
26,82.02024684415952,2,Holman Plate Straight Plank Reach,Holman Plate Straight Plank Reach,Strength,9,1,6.286607142857143,
56,77.38188362562659,2,Holman Alternating Slow L-Raise,Holman Alternating Slow L-Raise,Strength,2,1,6.286607142857143,
46,69.10715623994204,1,Janda Sit-Up,Janda Sit-Up,Strength,2,0,7.4,
59,83.36737798312578,2,Holman Wide Hill Climber,Holman Wide Hill Climber,Strength,2,1,6.286607142857143,
43,53.10636644732657,0,Robertson Core-Engaged Dead Bug,Robertson Core-Engaged Dead Bug,Strength,2,1,6.286607142857143,
52,109.65354733429055,0,Single-arm bent-over rear delt fly,Single-arm bent-over rear delt fly,Strength,9,1,6.286607142857143,"The single-arm bent-over rear delt fly is a popular upper-body exercise that targets the muscles on the back of the shoulder joint, specifically the rear head of the deltoid. Since pressing movements build the front and (to a lesser degree) side deltoid heads, this move is often done to promote balanced shoulder development. It is usually performed for high reps, such as 10-15 reps per set or more, as part of a shoulder or upper-body workout."
42,52.47956578929816,1,Single-kettlebell windmill,Single-kettlebell windmill,Strength,2,1,6.286607142857143,"The single-kettlebell windmill is a dynamic kettlebell exercise emphasizing core strength and shoulder and hip mobility and stability. It is often used as a functional warm-up or for multi-directional strength work. It doesn't work as well in a metcon or conditioning setting, and shouldn't be performed under intense fatigue."
41,73.03359557589097,0,Medicine ball Russian twist,Medicine ball Russian twist,Strength,8,1,6.286607142857143,"The medicine ball Russian twist is a weighted version of a popular abdominal training exercise. It targets the oblique muscles, as well as the deep muscles of the core and the rectus abdominis or ""six pack"" muscles. It can be done for reps or time in the ab-focused portion of any workout."
30,115.21126418232929,0,Swiss Ball V-Up With Foot Pass,Swiss Ball V-Up With Foot Pass,Strength,5,1,6.286607142857143,"The exercise ball V-up is a popular movement to target the abdominal muscles, particularly the rectus abdominis or ""six-pack"" muscles. It involves passing an exercise ball or yoga ball back and forth between the hands and feet while performing V-ups. It can be performed for reps or time as part of any ab-focused workout or bodyweight circuit."
24,101.4648858166417,1,FYR2 Plank Alternating Front Step,FYR2 Plank Alternating Front Step,Strength,2,1,6.286607142857143,
53,69.69736724042687,0,Tyler Holt Plank,Tyler Holt Plank,Strength,2,1,6.286607142857143,
37,67.68543657726195,0,McGill Modified Curl-Up,McGill Modified Curl-Up,Strength,2,1,6.286607142857143,
18,50.355749787261814,0,Holman Elbow Plank to Towel Pike,Holman Elbow Plank to Towel Pike,Strength,9,1,6.286607142857143,
25,98.70000049948251,2,Holman Left Leg 7-Up Crunch,Holman Left Leg 7-Up Crunch,Strength,2,1,6.286607142857143,
33,53.414850717122114,1,Glute bridge step-out,Glute bridge step-out,Strength,2,1,6.286607142857143,"The glute bridge step-out is a lower-body bodyweight exercise that targets the glutes and hamstrings. It differs from a glute bridge by the addition of a step-out, which increases stress on the hamstrings. It can be performed for time or reps and works perfectly in a dynamic warm-up for lower-body training, but can also be performed for glute activation anytime."
31,87.28217635805335,1,Wall mountain climber,Wall mountain climber,Plyometrics,2,1,0.0,The wall mountain climber is a challenging exercise targeting the shoulders and abdominals. It's most common in bodyweight circuit training because it targets a lot of muscles as well as the cardiovascular system all at once. It can be performed for time or reps.
29,117.34853808144348,1,Holman Feet-Elevated Shoulder Tap,Holman Feet-Elevated Shoulder Tap,Strength,2,1,6.286607142857143,
40,57.66282020381177,2,Total Fitness Side Plank,Total Fitness Side Plank,Strength,2,1,6.286607142857143,"The side plank is a popular isometric abdominal exercise focusing on the oblique muscles, as well as the transversus abdominis or deep core muscles. It is sometimes paired with the curl up and bird dog as the “McGill big three” for core strength and stability. It is performed for time and can work in a warm-up or in the core-focused portion of any workout."
32,112.61359516776471,2,Suspended ab fall-out,Suspended ab fall-out,Strength,9,1,9.3,"The suspended ab fall-out is a dynamic abdominal exercise utilizing a suspension strap system or gymnastic rings. It is similar in form to an ab roller, but can more easily be scaled to be more or less difficult. It targets the muscles of the rectus abdominis or ""six-pack"" muscles, as well as the deep core muscles. It can be trained for low reps for strength or higher reps for muscle definition."
45,119.40327346015337,1,Holman Alternating Hip Drop to Push-Up,Holman Alternating Hip Drop to Push-Up,Strength,2,1,6.286607142857143,
51,54.30619183674645,2,3/4 sit-up,3/4 sit-up,Strength,2,1,8.8,"The 3/4 sit-up is a bodyweight exercise focused on the muscles of the core. It is similar to a sit-up, but stops short of the top position. This keeps constant tension on the abs, making it more difficult than traditional sit-ups. It can be performed for time or for reps, with the feet anchored or free, as part of the ab-focused portion of any workout."
19,111.80343883962229,1,HM Floor Jack,HM Floor Jack,Strength,2,1,6.286607142857143,
49,86.12553143105316,2,Holman Towel Straight Plank Hand Reach,Holman Towel Straight Plank Hand Reach,Strength,2,1,6.286607142857143,
40,113.4559603611206,0,Burpee over kettlebell,Burpee over kettlebell,Strength,6,1,6.286607142857143,"The burpee over kettlebell is a more advanced version of a popular conditioning exercise. If you're performing a circuit that already has both burpees and kettlebell movements, it's a simple way to provide a novel stimulus to the muscles of the lower body and create a more athletic style of training."
